"Facility.ID","State","xwalk_name_raw","xwalk_name_clean","Jurisdiction"
1176,"Pennsylvania","LORETTO FEDERAL CORRECTIONAL INSTITUTION","LORETTO FEDERAL CORRECTIONAL INSTITUTION","federal"
1177,"Pennsylvania","MAHANOY","MAHANOY CORRECTIONAL INSTITUTION","state"
1177,"Pennsylvania","MAHANOY CORRECTIONAL INSTITUTION","MAHANOY CORRECTIONAL INSTITUTION","state"
1178,"Pennsylvania","MCKEAN FCI","MCKEAN FEDERAL CORRECTIONAL INSTITUTION","federal"
1178,"Pennsylvania","MCKEAN FEDERAL CORRECTIONAL INSTITUTION","MCKEAN FEDERAL CORRECTIONAL INSTITUTION","federal"
1179,"Pennsylvania","MERCER","MERCER CORRECTIONAL INSTITUTION","state"
1179,"Pennsylvania","MERCER CORRECTIONAL INSTITUTION","MERCER CORRECTIONAL INSTITUTION","state"
1180,"Pennsylvania","MUNCY","MUNCY CORRECTIONAL INSTITUTION","state"
1180,"Pennsylvania","MUNCY CORRECTIONAL INSTITUTION","MUNCY CORRECTIONAL INSTITUTION","state"
1181,"Pennsylvania","NORTHEAST REGIONAL OFFICE","NORTHEAST REGIONAL OFFICE","federal"
1181,"Pennsylvania","NORTHEAST RO","NORTHEAST REGIONAL OFFICE","federal"
1182,"Pennsylvania","PAROLE","PAROLE","state"
1183,"Pennsylvania","PHILADELPHIA DEPT OF PRISONS","PHILADELPHIA DEPT OF PRISONS","county"
1184,"Pennsylvania","PHILADELPHIA FDC","PHILADELPHIA FEDERAL DETENTION CENTER","federal"
1184,"Pennsylvania","PHILADELPHIA FEDERAL DETENTION CENTER","PHILADELPHIA FEDERAL DETENTION CENTER","federal"
1185,"Pennsylvania","PHOENIX","PHOENIX CORRECTIONAL INSTITUTION","state"
1185,"Pennsylvania","PHOENIX CORRECTIONAL INSTITUTION","PHOENIX CORRECTIONAL INSTITUTION","state"
1185,"Pennsylvania","PHOENIX PA","PHOENIX CORRECTIONAL INSTITUTION","state"
1186,"Pennsylvania","PINE GROVE","PINE GROVE CORRECTIONAL INSTITUTION","state"
1186,"Pennsylvania","PINE GROVE CORRECTIONAL INSTITUTION","PINE GROVE CORRECTIONAL INSTITUTION","state"
1187,"Pennsylvania","QUEHANNA","QUEHANNA BOOT CAMP","state"
1187,"Pennsylvania","QUEHANNA BC","QUEHANNA BOOT CAMP","state"
1187,"Pennsylvania","QUEHANNA BOOT CAMP","QUEHANNA BOOT CAMP","state"
1188,"Pennsylvania","RETREAT","RETREAT","state"
1189,"Pennsylvania","ROCKVIEW","ROCKVIEW CORRECTIONAL INSTITUTION","state"
1189,"Pennsylvania","ROCKVIEW CORRECTIONAL INSTITUTION","ROCKVIEW CORRECTIONAL INSTITUTION","state"
1190,"Pennsylvania","SCHUYLKILL FCI","SCHUYLKILL FEDERAL CORRECTIONAL INSTITUTION","federal"
1190,"Pennsylvania","SCHUYLKILL FEDERAL CORRECTIONAL INSTITUTION","SCHUYLKILL FEDERAL CORRECTIONAL INSTITUTION","federal"
1191,"Pennsylvania","SMITHFIELD","SMITHFIELD CORRECTIONAL INSTITUTION","state"
1191,"Pennsylvania","SMITHFIELD CORRECTIONAL INSTITUTION","SMITHFIELD CORRECTIONAL INSTITUTION","state"
1192,"Pennsylvania","SOMERSET","SOMERSET CORRECTIONAL INSTITUTION","state"
1192,"Pennsylvania","SOMERSET CORRECTIONAL INSTITUTION","SOMERSET CORRECTIONAL INSTITUTION","state"
1193,"Pennsylvania","STATEWIDE","STATEWIDE","state"
1194,"Pennsylvania","TRAINING ACADEMY","TRAINING ACADEMY","state"
1195,"Pennsylvania","WAYMART","WAYMART CORRECTIONAL INSTITUTION","state"
1195,"Pennsylvania","WAYMART CORRECTIONAL INSTITUTION","WAYMART CORRECTIONAL INSTITUTION","state"
1196,"Puerto Rico","GUAYNABO MDC","GUAYNABO METROPOLITAN DETENTION CENTER","federal"
1196,"Puerto Rico","GUAYNABO METROPOLITAN DETENTION CENTER","GUAYNABO METROPOLITAN DETENTION CENTER","federal"
1197,"Puerto Rico","VOLUNTEERS OF AMERICA INC","VOLUNTEERS OF AMERICA INC SAN JUAN","federal"
1197,"Puerto Rico","VOLUNTEERS OF AMERICA INC SAN JUAN","VOLUNTEERS OF AMERICA INC SAN JUAN","federal"
1197,"Puerto Rico","VOLUNTEERS OF AMERICA INC SAN JUAN RQ","VOLUNTEERS OF AMERICA INC SAN JUAN","federal"
1198,"Rhode Island","CRANSTON ADULT WOMENS CI","CRANSTON ADULT WOMENS CORRECTIONAL INSTITUTION","state"
1198,"Rhode Island","CRANSTON ADULT WOMENS CORRECTIONAL INSTITUTION","CRANSTON ADULT WOMENS CORRECTIONAL INSTITUTION","state"
1198,"Rhode Island","WOMENS FACILITY","CRANSTON ADULT WOMENS CORRECTIONAL INSTITUTION","state"
1199,"Rhode Island","DONALD W WYATT DETENTION FACILITY","DONALD W WYATT DETENTION FACILITY","state"
1200,"Rhode Island","INTAKE SERVICE CENTER","INTAKE SERVICE CENTER","state"
1201,"Rhode Island","MEDIUM SECURITY","MEDIUM SECURITY FACILITY","state"
1201,"Rhode Island","MEDIUM SECURITY FACILITY","MEDIUM SECURITY FACILITY","state"
1202,"Rhode Island","MINIMUM SECURITY","MINIMUM SECURITY FACILITY","state"
1202,"Rhode Island","MINIMUM SECURITY FACILITY","MINIMUM SECURITY FACILITY","state"
1203,"Rhode Island","NON-SPECIFIC FACILITIES","NON-SPECIFIC FACILITIES","state"
1204,"Rhode Island","RHODE ISLAND STAFF TRAINING ACADEMY","RHODE ISLAND STAFF TRAINING ACADEMY","state"
1205,"Rhode Island","STATEWIDE","STATEWIDE","state"
1205,"Rhode Island","STATEWIDE FOR NON-FACILITY","STATEWIDE","state"
1205,"Rhode Island","STATEWIDE FOR NON-SPECIFIC FACILITIES","STATEWIDE","state"
1205,"Rhode Island","STATEWIDE FOR RESIDENTS","STATEWIDE","state"
1205,"Rhode Island","STATEWIDE FOR STAFF COUNT","STATEWIDE","state"
1205,"Rhode Island","STATEWIDE INMATES ONLY UNTIL ALSO PROVIDED","STATEWIDE","state"
1205,"Rhode Island","STATEWIDE NON-FACILITY","STATEWIDE","state"
1205,"Rhode Island","STATEWIDE STAFF ONLY","STATEWIDE","state"
1205,"Rhode Island","STATEWIDEFORNON-FACILITY","STATEWIDE","state"
1206,"South Carolina","ALLENDALE","ALLENDALE CORRECTIONAL INSTITUTION","state"
1206,"South Carolina","ALLENDALE CORRECTIONAL INSTITUTION","ALLENDALE CORRECTIONAL INSTITUTION","state"
1207,"South Carolina","BANNUM INC RRC GREENVILLE","BANNUM INC RRC GREENVILLE","federal"
1207,"South Carolina","RRC - BANNUM INCORPORATED","BANNUM INC RRC GREENVILLE","federal"
1208,"South Carolina","BENNETTSVILLE FCI","BENNETTSVILLE FEDERAL CORRECTIONAL INSTITUTION","federal"
1208,"South Carolina","BENNETTSVILLE FEDERAL CORRECTIONAL INSTITUTION","BENNETTSVILLE FEDERAL CORRECTIONAL INSTITUTION","federal"
1208,"South Carolina","FCI BENNETTSVILLE","BENNETTSVILLE FEDERAL CORRECTIONAL INSTITUTION","federal"
1209,"South Carolina","ÄÃBROAD RIVER","BROAD RIVER CORRECTIONAL INSTITUTION","state"
1209,"South Carolina","BROAD RIVER","BROAD RIVER CORRECTIONAL INSTITUTION","state"
1209,"South Carolina","BROAD RIVER CORRECTIONAL INSTITUTION","BROAD RIVER CORRECTIONAL INSTITUTION","state"
1210,"South Carolina","ÄÃCAMILLE GRAHAM","CAMILLE GRAHAM CORRECITONAL INSTITUTION","state"
1210,"South Carolina","CAMILLE GRAHAM","CAMILLE GRAHAM CORRECITONAL INSTITUTION","state"
1210,"South Carolina","CAMILLE GRAHAM CORRECITONAL INSTITUTION","CAMILLE GRAHAM CORRECITONAL INSTITUTION","state"
1211,"South Carolina","EDGEFIELD FCI","EDGEFIELD FEDERAL CORRECTIONAL INSTITUTION","federal"
1211,"South Carolina","EDGEFIELD FEDERAL CORRECTIONAL INSTITUTION","EDGEFIELD FEDERAL CORRECTIONAL INSTITUTION","federal"
1212,"South Carolina","ESTILL FCI","ESTILL FEDERAL CORRECTIONAL INSTITUTION","federal"
1212,"South Carolina","ESTILL FEDERAL CORRECTIONAL INSTITUTION","ESTILL FEDERAL CORRECTIONAL INSTITUTION","federal"
1213,"South Carolina","EVANS","EVANS CORRECTIONAL INSTITUTION","state"
1213,"South Carolina","EVANS CORRECTIONAL INSTITUTION","EVANS CORRECTIONAL INSTITUTION","state"
1214,"South Carolina","ÄÃGOODMAN","GOODMAN CORRECTIONAL INSTITUTION","state"
1214,"South Carolina","GOODMAN","GOODMAN CORRECTIONAL INSTITUTION","state"
1214,"South Carolina","GOODMAN CORRECTIONAL INSTITUTION","GOODMAN CORRECTIONAL INSTITUTION","state"
1215,"South Carolina","ÄÃKERSHAW","KERSHAW CORRECTIONAL INSTITUTION","state"
1215,"South Carolina","KERSHAW","KERSHAW CORRECTIONAL INSTITUTION","state"
1215,"South Carolina","KERSHAW CORRECTIONAL INSTITUTION","KERSHAW CORRECTIONAL INSTITUTION","state"
1216,"South Carolina","ÄÃKIRKLAND","KIRKLAND CORRECTIONAL INSTITUTION","state"
1216,"South Carolina","KIRKLAND","KIRKLAND CORRECTIONAL INSTITUTION","state"
1216,"South Carolina","KIRKLAND CORRECTIONAL INSTITUTION","KIRKLAND CORRECTIONAL INSTITUTION","state"
1216,"South Carolina","KIRKLAND CORRECTIONAL INSTITUTION RE","KIRKLAND CORRECTIONAL INSTITUTION","state"
1217,"South Carolina","ÄÃLEATH","LEATH CORRECTIONAL INSTITUTION","state"
1217,"South Carolina","LEATH","LEATH CORRECTIONAL INSTITUTION","state"
1217,"South Carolina","LEATH CORRECTIONAL INSTITUTION","LEATH CORRECTIONAL INSTITUTION","state"
1218,"South Carolina","LEE","LEE CORRECTIONAL INSTITUTION","state"
1218,"South Carolina","LEE CORRECTIONAL INSTITUTION","LEE CORRECTIONAL INSTITUTION","state"
1219,"South Carolina","LIEBER","LIEBER CORRECTIONAL INSTITUTION","state"
1219,"South Carolina","LIEBER CORRECTIONAL INSTITUTION","LIEBER CORRECTIONAL INSTITUTION","state"
1220,"South Carolina","LIVESAY","LIVESAY CORRECTIONAL INSTITUTION","state"
1220,"South Carolina","LIVESAY CORRECTIONAL INSTITUTION","LIVESAY CORRECTIONAL INSTITUTION","state"
1220,"South Carolina","LIVESAY PRE-RELEASE CENTER","LIVESAY CORRECTIONAL INSTITUTION","state"
1221,"South Carolina","MACDOUGAL CORRECTIONAL INSTITUTION","MACDOUGALL CORRECTIONAL INSTITUTION","state"
1221,"South Carolina","MACDOUGALL","MACDOUGALL CORRECTIONAL INSTITUTION","state"
1221,"South Carolina","MACDOUGALL CORRECTIONAL INSTITUTION","MACDOUGALL CORRECTIONAL INSTITUTION","state"
1222,"South Carolina","MANNING","MANNING CORRECTIONAL INSTITUTION","state"
1222,"South Carolina","MANNING CORRECTIONAL INSTITUTION","MANNING CORRECTIONAL INSTITUTION","state"
1223,"South Carolina","MCCORMICK","MCCORMICK CORRECTIONAL INSTITUTION","state"
1223,"South Carolina","MCCORMICK CORRECTIONAL INSTITUTION","MCCORMICK CORRECTIONAL INSTITUTION","state"
1224,"South Carolina","NON INSTITUTIONAL STAFF","NON INSTITUTIONAL STAFF","state"
1224,"South Carolina","NON-INSTITUTIONAL STAFF","NON INSTITUTIONAL STAFF","state"
1224,"South Carolina","NONINSTITUTIONAL STAFF","NON INSTITUTIONAL STAFF","state"
1225,"South Carolina","OTHER LOCATIONS","OTHER LOCATIONS","state"
1226,"South Carolina","PALMER","PALMER PRERELEASE CENTER","state"
1226,"South Carolina","PALMER PRE-RELEASE CENTER","PALMER PRERELEASE CENTER","state"
1226,"South Carolina","PALMER PRERELEASE CENTER","PALMER PRERELEASE CENTER","state"
1227,"South Carolina","PERRY","PERRY CORRECTIONAL INSTITUTION","state"
1227,"South Carolina","PERRY CORRECTIONAL INSTITUTION","PERRY CORRECTIONAL INSTITUTION","state"
1228,"South Carolina","RIDGELAND","RIDGELAND CORRECTIONAL INSTITUTION","state"
1228,"South Carolina","RIDGELAND CORRECTIONAL INSTITUTION","RIDGELAND CORRECTIONAL INSTITUTION","state"
1229,"South Carolina","STATEWIDE","STATEWIDE","state"
1230,"South Carolina","TRENTON","TRENTON CORRECTIONAL INSTITUTION","state"
1230,"South Carolina","TRENTON CORRECTIONAL INSTITUTION","TRENTON CORRECTIONAL INSTITUTION","state"
1231,"South Carolina","TURBEVILLE","TURBEVILLE CORRECTIONAL INSTITUTION","state"
1231,"South Carolina","TURBEVILLE CORRECTIONAL INSTITUTION","TURBEVILLE CORRECTIONAL INSTITUTION","state"
1232,"South Carolina","TYGER RIVER","TYGER RIVER CORRECTIONAL INSTITUTION","state"
1232,"South Carolina","TYGER RIVER CORRECTIONAL INSTITUTION","TYGER RIVER CORRECTIONAL INSTITUTION","state"
1233,"South Carolina","WATEREE RIVER","WATEREE RIVER CORRECTIONAL INSTITUTION","state"
1233,"South Carolina","WATEREE RIVER CORRECTIONAL INSTITUTION","WATEREE RIVER CORRECTIONAL INSTITUTION","state"
1234,"South Carolina","WILLIAMSBURG FCI","WILLIAMSBURG FEDERAL CORRECTIONAL INSTITUTION","federal"
1234,"South Carolina","WILLIAMSBURG FEDERAL CORRECTIONAL INSTITUTION","WILLIAMSBURG FEDERAL CORRECTIONAL INSTITUTION","federal"
1236,"South Dakota","AMESON ANNEX","JAMESON PRISON ANNEX SIOUX FALLS","state"
1236,"South Dakota","JAMESON PRISON ANNEX","JAMESON PRISON ANNEX SIOUX FALLS","state"
1236,"South Dakota","JAMESON PRISON ANNEX SIOUX FALLS","JAMESON PRISON ANNEX SIOUX FALLS","state"
1237,"South Dakota","IKE DURFEE STATE PRISON","MIKE DURFEE STATE PRISON SPRINGFIELD","state"
1237,"South Dakota","MIKE DURFEE STATE PRISON","MIKE DURFEE STATE PRISON SPRINGFIELD","state"
1237,"South Dakota","MIKE DURFEE STATE PRISON SPRINGFIELD","MIKE DURFEE STATE PRISON SPRINGFIELD","state"
1238,"South Dakota","IERRE COMMUNITY WORK CENTER","PIERRE COMMUNITY WORK CENTER","state"
1238,"South Dakota","PIERRE COMMUNITY WORK CENTER","PIERRE COMMUNITY WORK CENTER","state"
1239,"South Dakota","APID CITY COMMUNITY WORK CENTER","RAPID CITY COMMUNITY WORK CENTER","state"
1239,"South Dakota","RAPID CITY COMMUNITY WORK CENTER","RAPID CITY COMMUNITY WORK CENTER","state"
1240,"South Dakota","IOUX FALLS COMMUNITY WORK CENTER","SIOUX FALLS COMMUNITY WORK CENTER","state"
1240,"South Dakota","SIOUX FALLS COMMUNITY WORK CENTER","SIOUX FALLS COMMUNITY WORK CENTER","state"
1241,"South Dakota","OUTH DAKOTA STATE PENITENTIARY","SOUTH DAKOTA STATE PENITENTIARY","state"
1241,"South Dakota","SOUTH DAKOTA STATE PENITENTIARY","SOUTH DAKOTA STATE PENITENTIARY","state"
1242,"South Dakota","OUTH DAKOTA WOMENS PRISON","SOUTH DAKOTA WOMENS PRISON PIERRE","state"
1242,"South Dakota","SOUTH DAKOTA WOMENS PRISON","SOUTH DAKOTA WOMENS PRISON PIERRE","state"
1242,"South Dakota","SOUTH DAKOTA WOMENS PRISON PIERRE","SOUTH DAKOTA WOMENS PRISON PIERRE","state"
1242,"South Dakota","WOMENS PRISON PIERRE","SOUTH DAKOTA WOMENS PRISON PIERRE","state"
1243,"South Dakota","OUTH DAKOTA WOMENS PRISON UNIT E","SOUTH DAKOTA WOMENS PRISON UNIT E","state"
1243,"South Dakota","SOUTH DAKOTA WOMENS PRISON UNIT E","SOUTH DAKOTA WOMENS PRISON UNIT E","state"
1243,"South Dakota","UNIT E PIERRE","SOUTH DAKOTA WOMENS PRISON UNIT E","state"
1244,"South Dakota","STATEWIDE","STATEWIDE","state"
1245,"South Dakota","ANKTON COMMUNITY WORK CENTER","YANKTON COMMUNITY WORK CENTER","state"
1245,"South Dakota","YANKTON COMMUNITY WORK CENTER","YANKTON COMMUNITY WORK CENTER","state"
1246,"South Dakota","YANKTON FEDERAL PRISON CAMP","YANKTON FEDERAL PRISON CAMP","federal"
1246,"South Dakota","YANKTON FPC","YANKTON FEDERAL PRISON CAMP","federal"
1247,"Tennessee","BCCX","BLEDSOE COUNTY CORRECTIONAL COMPLEX","state"
1247,"Tennessee","BLEDSOE COUNTY CORRECTIONAL COMPLEX","BLEDSOE COUNTY CORRECTIONAL COMPLEX","state"
1247,"Tennessee","BLEDSOE COUNTY CORRECTIONAL COMPLEX BCCX","BLEDSOE COUNTY CORRECTIONAL COMPLEX","state"
1248,"Tennessee","DEBRA K JOHNSON REHABILITATION CENTER","DEBRA K JOHNSON REHABILITATION CENTER","state"
1248,"Tennessee","DEBRA K REHABILITATION CENTER","DEBRA K JOHNSON REHABILITATION CENTER","state"
1248,"Tennessee","DJRC","DEBRA K JOHNSON REHABILITATION CENTER","state"
1249,"Tennessee","DIERSEN - NASHVILLE","DIERSEN NASHVILLE","federal"
1249,"Tennessee","DIERSEN NASHVILLE","DIERSEN NASHVILLE","federal"
1250,"Tennessee","DIERSON CHARITIES MEMPHIS","DIERSEN CHARITIES MEMPHIS","federal"
1251,"Tennessee","DISMAS CHARITIES MEMPHIS","DISMAS CHARITIES MEMPHIS","federal"
1252,"Tennessee","HARDEMAN COUNTY CORRECTIONAL FACILITY","HARDEMAN COUNTY CORRECTIONAL FACILITY","state"
1253,"Tennessee","DSNF","LOIS M DERRY SPECIAL NEEDS FACILITY","state"
1253,"Tennessee","LOIS M DERRY SPECIAL NEEDS FACILITY","LOIS M DERRY SPECIAL NEEDS FACILITY","state"
1253,"Tennessee","LOIS M DERRY SPECIAL NEEDS FACILITY DSNF","LOIS M DERRY SPECIAL NEEDS FACILITY","state"
1254,"Tennessee","MARK LUTTRELL TRANSITION CENTER","MARK LUTTRELL TRANSITION CENTER","state"
1254,"Tennessee","MARK LUTTRELL TRANSITION CENTER MLTC","MARK LUTTRELL TRANSITION CENTER","state"
1254,"Tennessee","MLTC","MARK LUTTRELL TRANSITION CENTER","state"
1255,"Tennessee","MEMPHIS FCI","MEMPHIS FEDERAL CORRECTIONAL INSTITUTION","federal"
1255,"Tennessee","MEMPHIS FEDERAL CORRECTIONAL INSTITUTION","MEMPHIS FEDERAL CORRECTIONAL INSTITUTION","federal"
1256,"Tennessee","MIDWAY REHAB CENTER KNOXVILLE","MIDWAY REHABILITATION CENTER KNOXVILLE","federal"
1256,"Tennessee","MIDWAY REHABILITATION CENTER KNOXVILLE","MIDWAY REHABILITATION CENTER KNOXVILLE","federal"
1257,"Tennessee","MCCX","MORGAN COUNTY CORRECTIONAL COMPLEX","state"
1257,"Tennessee","MORGAN COUNTY CORRECTIONAL COMPLEX","MORGAN COUNTY CORRECTIONAL COMPLEX","state"
1257,"Tennessee","MORGAN COUNTY CORRECTIONAL COMPLEX MCCX","MORGAN COUNTY CORRECTIONAL COMPLEX","state"
1258,"Tennessee","NECC","NORTHEAST CORRECTIONAL COMPLEX","state"
1258,"Tennessee","NECX","NORTHEAST CORRECTIONAL COMPLEX","state"
1258,"Tennessee","NORTHEAST CORRECTIONAL COMPLEX","NORTHEAST CORRECTIONAL COMPLEX","state"
1258,"Tennessee","NORTHEAST CORRECTIONAL COMPLEX NECX","NORTHEAST CORRECTIONAL COMPLEX","state"
1259,"Tennessee","NORTHWEST CORRECTIONAL COMPLEX","NORTHWEST CORRECTIONAL COMPLEX","state"
1259,"Tennessee","NORTHWEST CORRECTIONAL COMPLEX NWCX","NORTHWEST CORRECTIONAL COMPLEX","state"
1259,"Tennessee","NWCX","NORTHWEST CORRECTIONAL COMPLEX","state"
1260,"Tennessee","RIVERBEND MAXIMUM SECURITY INSTITUTION","RIVERBEND MAXIMUM SECURITY INSTITUTION","state"
1260,"Tennessee","RIVERBEND MAXIMUM SECURITY INSTITUTION RMSI","RIVERBEND MAXIMUM SECURITY INSTITUTION","state"
1260,"Tennessee","RMSI","RIVERBEND MAXIMUM SECURITY INSTITUTION","state"
1261,"Tennessee","SALVATION ARMY CTRCHATTANOOGA","SALVATION ARMY RRC CHATTANOOGA","federal"
1261,"Tennessee","SALVATION ARMY RRC CHATTANOOGA","SALVATION ARMY RRC CHATTANOOGA","federal"
1262,"Tennessee","SOUTH CENTRAL CORRECTIONAL FACILITY","SOUTH CENTRAL CORRECTIONAL FACILITY","state"
1262,"Tennessee","SOUTH CENTRAL FACILITY IN CLIFTON","SOUTH CENTRAL CORRECTIONAL FACILITY","state"
1262,"Tennessee","SOUTH CENTRAL FACILITY IN CLIFTON CS","SOUTH CENTRAL CORRECTIONAL FACILITY","state"
1263,"Tennessee","STATEWIDE","STATEWIDE","state"
1264,"Tennessee","TENNESSEE PRISON FOR WOMEN TPFW","TENNESSEE PRISON FOR WOMEN TPFW","state"
1265,"Tennessee","TROUSDALE TURNER CC","TROUSDALE TURNER CORRECTIONAL CENTER","state"
1265,"Tennessee","TROUSDALE TURNER CORRECTIONAL CENTER","TROUSDALE TURNER CORRECTIONAL CENTER","state"
1265,"Tennessee","TROUSDALE TURNEY CC","TROUSDALE TURNER CORRECTIONAL CENTER","state"
1266,"Tennessee","TURNEY CENTER - ANNEX","TURNEY CENTER ANNEX TCIX A","state"
1266,"Tennessee","TURNEY CENTER - ANNEX TCIX-A","TURNEY CENTER ANNEX TCIX A","state"
1266,"Tennessee","TURNEY CENTER ANNEX TCIX A","TURNEY CENTER ANNEX TCIX A","state"
1266,"Tennessee","TURNEY CENTER INDUSTRIAL COMPLEX-ANNEX","TURNEY CENTER ANNEX TCIX A","state"
1267,"Tennessee","TCIX","TURNEY CENTER INDUSTRIAL COMPLEX","state"
1267,"Tennessee","TURNEY CENTER INDUSTRIAL COMPLEX","TURNEY CENTER INDUSTRIAL COMPLEX","state"
1267,"Tennessee","TURNEY CENTER INDUSTRIAL COMPLEX - ONLY","TURNEY CENTER INDUSTRIAL COMPLEX","state"
1267,"Tennessee","TURNEY CENTER INDUSTRIAL COMPLEX - ONLY TCIX","TURNEY CENTER INDUSTRIAL COMPLEX","state"
1267,"Tennessee","TURNEY CENTER INDUSTRIAL COMPLEX ONLY TCIX","TURNEY CENTER INDUSTRIAL COMPLEX","state"
1268,"Tennessee","WEST TENNESSEE STATE PENITENTIARY","WEST TENNESSEE STATE PENITENTIARY","state"
1268,"Tennessee","WEST TENNESSEE STATE PENITENTIARY WTSP","WEST TENNESSEE STATE PENITENTIARY","state"
1268,"Tennessee","WTSPWTRC","WEST TENNESSEE STATE PENITENTIARY","state"
1269,"Tennessee","WHITEVILLE CORRECTIONAL FACILITY","WHITEVILLE CORRECTIONAL FACILTY","state"
1269,"Tennessee","WHITEVILLE CORRECTIONAL FACILTY","WHITEVILLE CORRECTIONAL FACILTY","state"
1270,"Tennessee","WOMENS THERAPEUTIC RESIDENTIAL CENTER","WOMENS THERAPEUTIC RESIDENTIAL CENTER AND WOMENS THERAPEUTIC RESIDENTIAL CENTER","state"
1270,"Tennessee","WOMENS THERAPEUTIC RESIDENTIAL CENTER AND WOMENS THERAPEUTIC RESIDENTIAL CENTER","WOMENS THERAPEUTIC RESIDENTIAL CENTER AND WOMENS THERAPEUTIC RESIDENTIAL CENTER","state"
1270,"Tennessee","WOMENS THERAPEUTIC RESIDENTIAL CENTER WTRC","WOMENS THERAPEUTIC RESIDENTIAL CENTER AND WOMENS THERAPEUTIC RESIDENTIAL CENTER","state"
1271,"Texas","ALLAM HARTLEY COUNTY","ALLAM HARTLEY COUNTY","county"
1272,"Texas","ALLRED","ALLRED UNIT","state"
1272,"Texas","ALLRED UNIT","ALLRED UNIT","state"
1274,"Texas","AVALON AUSTIN CORECIVIC","AVALON AUSTIN CORECIVIC","federal"
1276,"Texas","BAMBI","BAMBI","state"
1278,"Texas","BASTROP FCI","BASTROP FEDERAL CORRECTIONAL INSTITUTION","federal"
1278,"Texas","BASTROP FEDERAL CORRECTIONAL INSTITUTION","BASTROP FEDERAL CORRECTIONAL INSTITUTION","federal"
1279,"Texas","BATEN","BATEN","state"
1280,"Texas","BEAUMONT LOW FCI","BEAUMONT LOW FEDERAL CORRECTIONAL INSTITUTION","federal"
1280,"Texas","BEAUMONT LOW FEDERAL CORRECTIONAL INSTITUTION","BEAUMONT LOW FEDERAL CORRECTIONAL INSTITUTION","federal"
1281,"Texas","BEAUMONT MEDIUM FCI","BEAUMONT MEDIUM FEDERAL CORRECTIONAL INSTITUTION","federal"
1281,"Texas","BEAUMONT MEDIUM FEDERAL CORRECTIONAL INSTITUTION","BEAUMONT MEDIUM FEDERAL CORRECTIONAL INSTITUTION","federal"
1282,"Texas","BEAUMONT UNITED STATES PENITENTIARY","BEAUMONT UNITED STATES PENITENTIARY","federal"
1282,"Texas","BEAUMONT USP","BEAUMONT UNITED STATES PENITENTIARY","federal"
1283,"Texas","BELL","BELL CORRECTIONAL FACILITY","state"
1283,"Texas","BELL CORRECTIONAL FACILITY","BELL CORRECTIONAL FACILITY","state"
1285,"Texas","BETO","BETO UNIT","state"
1285,"Texas","BETO UNIT","BETO UNIT","state"
1286,"Texas","BEXAR","BEXAR COUNTY JAIL","county"
1286,"Texas","BEXAR COUNTY","BEXAR COUNTY JAIL","county"
1286,"Texas","BEXAR COUNTY JAIL","BEXAR COUNTY JAIL","county"
1286,"Texas","BEXAR JAIL","BEXAR COUNTY JAIL","county"
1287,"Texas","BIG SPRING CI","BIG SPRING FEDERAL CORRECTIONAL INSTITUTION","federal"
1287,"Texas","BIG SPRING FCI","BIG SPRING FEDERAL CORRECTIONAL INSTITUTION","federal"
1287,"Texas","BIG SPRING FEDERAL CORRECTIONAL INSTITUTION","BIG SPRING FEDERAL CORRECTIONAL INSTITUTION","federal"
2184,"Texas","BIG SPRING FLIGHTLINE CI","BIG SPRING FLIGHTLINE CORRECTIONAL INSTITUTION","federal"
1288,"Texas","BOYD","BOYD UNIT","state"
1288,"Texas","BOYD UNIT","BOYD UNIT","state"
1289,"Texas","BRADSHAW","BRADSHAW","state"
1290,"Texas","BRIDGEPORT","BRIDGEPORT UNIT","state"
1290,"Texas","BRIDGEPORT UNIT","BRIDGEPORT UNIT","state"
1291,"Texas","BRISCOE","BRISCOE UNIT","state"
1291,"Texas","BRISCOE UNIT","BRISCOE UNIT","state"
1291,"Texas","DOLPH BRISCOE","BRISCOE UNIT","state"
1293,"Texas","BRYAN FEDERAL PRISON CAMP","BRYAN FEDERAL PRISON CAMP","federal"
1293,"Texas","BRYAN FPC","BRYAN FEDERAL PRISON CAMP","federal"
1296,"Texas","BYRD","BYRD UNIT","state"
1296,"Texas","BYRD UNIT","BYRD UNIT","state"
1298,"Texas","CAMERON","CAMERON COUNTY JAIL","county"
1298,"Texas","CAMERON COUNTY","CAMERON COUNTY JAIL","county"
1298,"Texas","CAMERON COUNTY JAIL","CAMERON COUNTY JAIL","county"
1298,"Texas","CAMERON JAIL","CAMERON COUNTY JAIL","county"
1299,"Texas","CAROL YOUNG CO","CAROLE YOUNG MEDICAL FACILITY","state"
1299,"Texas","CAROLE YOUNG","CAROLE YOUNG MEDICAL FACILITY","state"
1299,"Texas","CAROLE YOUNG MEDICAL FACILITY","CAROLE YOUNG MEDICAL FACILITY","state"
1300,"Texas","CARSWELL FEDERAL MEDICAL CENTER","CARSWELL FEDERAL MEDICAL CENTER","federal"
1300,"Texas","CARSWELL FMC","CARSWELL FEDERAL MEDICAL CENTER","federal"
1300,"Texas","FMC CARSWELL","CARSWELL FEDERAL MEDICAL CENTER","federal"
1302,"Texas","CLEMENS","CLEMENS UNIT","state"
1302,"Texas","CLEMENS UNIT","CLEMENS UNIT","state"
1303,"Texas","BILL CLEMENTS","CLEMENTS UNIT","state"
